Local time,Open,High,Low,Close,Volume
04.04.2025 02:17:00.000 GMT+0200,1.10421,1.10423,1.10411,1.10412,0.00007002000000000004
04.04.2025 02:18:00.000 GMT+0200,1.10414,1.10414,1.10376,1.10378,0.00015413999999999974
04.04.2025 02:19:00.000 GMT+0200,1.10374,1.10382,1.10364,1.10380,0.00009224999999999997
04.04.2025 02:20:00.000 GMT+0200,1.10380,1.10406,1.10380,1.10396,0.00009324000000000002
04.04.2025 02:21:00.000 GMT+0200,1.10397,1.10414,1.10386,1.10414,0.00009666
04.04.2025 02:22:00.000 GMT+0200,1.10416,1.10437,1.10413,1.10426,0.00010274999999999994
04.04.2025 02:23:00.000 GMT+0200,1.10424,1.10429,1.10413,1.10423,0.00008321999999999998
04.04.2025 02:24:00.000 GMT+0200,1.10422,1.10426,1.10412,1.10421,0.00007155000000000003
04.04.2025 02:25:00.000 GMT+0200,1.10419,1.10437,1.10396,1.10399,0.00010499999999999988
04.04.2025 02:26:00.000 GMT+0200,1.10399,1.10405,1.10390,1.10401,0.00006840000000000002
04.04.2025 02:27:00.000 GMT+0200,1.10401,1.10408,1.10387,1.10394,0.00011249999999999987
04.04.2025 02:28:00.000 GMT+0200,1.10394,1.10398,1.10384,1.10391,0.0000753
04.04.2025 02:29:00.000 GMT+0200,1.10392,1.10404,1.10388,1.10403,0.00008919999999999997
04.04.2025 02:30:00.000 GMT+0200,1.10400,1.10401,1.10374,1.10374,0.00009359999999999998
04.04.2025 02:31:00.000 GMT+0200,1.10373,1.10416,1.10365,1.10415,0.00012647000000000005
04.04.2025 02:32:00.000 GMT+0200,1.10413,1.10434,1.10411,1.10425,0.0001244699999999999
04.04.2025 02:33:00.000 GMT+0200,1.10425,1.10462,1.10423,1.10462,0.00013826999999999983
04.04.2025 02:34:00.000 GMT+0200,1.10460,1.10463,1.10443,1.10463,0.00005625000000000006
04.04.2025 02:35:00.000 GMT+0200,1.10461,1.10466,1.10442,1.10442,0.0001066499999999999
04.04.2025 02:36:00.000 GMT+0200,1.10446,1.10452,1.10428,1.10450,0.00009404999999999991
04.04.2025 02:37:00.000 GMT+0200,1.10458,1.10461,1.10442,1.10451,0.00006075000000000005
04.04.2025 02:38:00.000 GMT+0200,1.10454,1.10473,1.10439,1.10472,0.000050400000000000046
04.04.2025 02:39:00.000 GMT+0200,1.10469,1.10487,1.10467,1.10482,0.00005148000000000005
04.04.2025 02:40:00.000 GMT+0200,1.10482,1.10514,1.10482,1.10514,0.00010832999999999999
04.04.2025 02:41:00.000 GMT+0200,1.10514,1.10537,1.10509,1.10520,0.00018383999999999962
04.04.2025 02:42:00.000 GMT+0200,1.10520,1.10552,1.10518,1.10550,0.00016631999999999983
04.04.2025 02:43:00.000 GMT+0200,1.10551,1.10562,1.10546,1.10558,0.0002120999999999998
04.04.2025 02:44:00.000 GMT+0200,1.10559,1.10601,1.10555,1.10599,0.00013840999999999984
04.04.2025 02:45:00.000 GMT+0200,1.10598,1.10612,1.10584,1.10586,0.0001058400000000001
04.04.2025 02:46:00.000 GMT+0200,1.10586,1.10606,1.10582,1.10606,0.00012194999999999991
04.04.2025 02:47:00.000 GMT+0200,1.10608,1.10612,1.10589,1.10592,0.00014162999999999982
04.04.2025 02:48:00.000 GMT+0200,1.10593,1.10593,1.10565,1.10584,0.00009867000000000018
04.04.2025 02:49:00.000 GMT+0200,1.10585,1.10606,1.10582,1.10593,0.00011861999999999995
04.04.2025 02:50:00.000 GMT+0200,1.10594,1.10594,1.10554,1.10554,0.0001001699999999999
04.04.2025 02:51:00.000 GMT+0200,1.10554,1.10591,1.10554,1.10584,0.00006255
04.04.2025 02:52:00.000 GMT+0200,1.10586,1.10627,1.10586,1.10613,0.0001643799999999999
04.04.2025 02:53:00.000 GMT+0200,1.10614,1.10630,1.10604,1.10605,0.00014654999999999982
04.04.2025 02:54:00.000 GMT+0200,1.10604,1.10640,1.10604,1.10608,0.0002643599999999999
04.04.2025 02:55:00.000 GMT+0200,1.10608,1.10619,1.10604,1.10610,0.0001660499999999997
04.04.2025 02:56:00.000 GMT+0200,1.10611,1.10615,1.10585,1.10587,0.00010529999999999989
04.04.2025 02:57:00.000 GMT+0200,1.10585,1.10617,1.10580,1.10608,0.00008564999999999997
04.04.2025 02:58:00.000 GMT+0200,1.10609,1.10610,1.10599,1.10599,0.00004203000000000001
04.04.2025 02:59:00.000 GMT+0200,1.10599,1.10623,1.10594,1.10605,0.00010503000000000012
04.04.2025 03:00:00.000 GMT+0200,1.10602,1.10632,1.10599,1.10609,0.0001841499999999999
04.04.2025 03:01:00.000 GMT+0200,1.10611,1.10638,1.10607,1.10621,0.00012249000000000003
04.04.2025 03:02:00.000 GMT+0200,1.10619,1.10625,1.10602,1.10623,0.00023303999999999995
04.04.2025 03:03:00.000 GMT+0200,1.10622,1.10628,1.10605,1.10605,0.00010754999999999982
04.04.2025 03:04:00.000 GMT+0200,1.10606,1.10626,1.10605,1.10626,0.00007713000000000004
04.04.2025 03:05:00.000 GMT+0200,1.10624,1.10653,1.10620,1.10640,0.00010304999999999994
04.04.2025 03:06:00.000 GMT+0200,1.10641,1.10641,1.10621,1.10622,0.00012014999999999995
04.04.2025 03:07:00.000 GMT+0200,1.10621,1.10634,1.10615,1.10625,0.00007695000000000004
04.04.2025 03:08:00.000 GMT+0200,1.10623,1.10638,1.10608,1.10610,0.0001230899999999998
04.04.2025 03:09:00.000 GMT+0200,1.10608,1.10615,1.10598,1.10602,0.00008745
04.04.2025 03:10:00.000 GMT+0200,1.10599,1.10604,1.10588,1.10596,0.00009161999999999997
04.04.2025 03:11:00.000 GMT+0200,1.10597,1.10600,1.10582,1.10590,0.00008526000000000012
04.04.2025 03:12:00.000 GMT+0200,1.10588,1.10590,1.10576,1.10576,0.00006084000000000002
04.04.2025 03:13:00.000 GMT+0200,1.10576,1.10591,1.10576,1.10585,0.00006381000000000005
04.04.2025 03:14:00.000 GMT+0200,1.10589,1.10590,1.10570,1.10584,0.00005967000000000008
04.04.2025 03:15:00.000 GMT+0200,1.10584,1.10601,1.10584,1.10596,0.00010604999999999987
04.04.2025 03:16:00.000 GMT+0200,1.10595,1.10596,1.10579,1.10583,0.00012053999999999991
04.04.2025 03:17:00.000 GMT+0200,1.10583,1.10623,1.10582,1.10622,0.00011046
04.04.2025 03:18:00.000 GMT+0200,1.10623,1.10640,1.10622,1.10640,0.00012386999999999996
04.04.2025 03:19:00.000 GMT+0200,1.10639,1.10653,1.10632,1.10653,0.0001304699999999999
04.04.2025 03:20:00.000 GMT+0200,1.10654,1.10684,1.10652,1.10670,0.0002439299999999995
04.04.2025 03:21:00.000 GMT+0200,1.10670,1.10673,1.10661,1.10662,0.0001448999999999998
04.04.2025 03:22:00.000 GMT+0200,1.10661,1.10661,1.10640,1.10647,0.00012599999999999992
04.04.2025 03:23:00.000 GMT+0200,1.10647,1.10660,1.10636,1.10656,0.00012035999999999986
04.04.2025 03:24:00.000 GMT+0200,1.10652,1.10656,1.10640,1.10641,0.00009854999999999996
04.04.2025 03:25:00.000 GMT+0200,1.10640,1.10641,1.10625,1.10626,0.00007229999999999997
04.04.2025 03:26:00.000 GMT+0200,1.10624,1.10631,1.10598,1.10603,0.00023849999999999992
04.04.2025 03:27:00.000 GMT+0200,1.10601,1.10601,1.10587,1.10592,0.00011031000000000007
04.04.2025 03:28:00.000 GMT+0200,1.10591,1.10610,1.10589,1.10605,0.00013073999999999996
04.04.2025 03:29:00.000 GMT+0200,1.10603,1.10610,1.10590,1.10609,0.00016316999999999978
04.04.2025 03:30:00.000 GMT+0200,1.10608,1.10622,1.10598,1.10605,0.00017420999999999978
04.04.2025 03:31:00.000 GMT+0200,1.10605,1.10618,1.10603,1.10615,0.0001673999999999998
04.04.2025 03:32:00.000 GMT+0200,1.10615,1.10620,1.10604,1.10605,0.0001597499999999999
04.04.2025 03:33:00.000 GMT+0200,1.10603,1.10603,1.10583,1.10596,0.00015569999999999988
04.04.2025 03:34:00.000 GMT+0200,1.10594,1.10603,1.10590,1.10601,0.00010055999999999993
04.04.2025 03:35:00.000 GMT+0200,1.10600,1.10619,1.10595,1.10617,0.00005831999999999998
04.04.2025 03:36:00.000 GMT+0200,1.10615,1.10618,1.10603,1.10615,0.00007760999999999994
04.04.2025 03:37:00.000 GMT+0200,1.10616,1.10633,1.10602,1.10632,0.00011420999999999987
04.04.2025 03:38:00.000 GMT+0200,1.10633,1.10654,1.10605,1.10617,0.00022301999999999966
04.04.2025 03:39:00.000 GMT+0200,1.10615,1.10637,1.10611,1.10627,0.00011528999999999987
04.04.2025 03:40:00.000 GMT+0200,1.10627,1.10650,1.10617,1.10645,0.0001525499999999997
04.04.2025 03:41:00.000 GMT+0200,1.10646,1.10666,1.10634,1.10635,0.00017585999999999977
04.04.2025 03:42:00.000 GMT+0200,1.10635,1.10643,1.10624,1.10641,0.00015465999999999988
04.04.2025 03:43:00.000 GMT+0200,1.10641,1.10642,1.10620,1.10624,0.00015080999999999962
04.04.2025 03:44:00.000 GMT+0200,1.10624,1.10625,1.10605,1.10622,0.0001357499999999998
04.04.2025 03:45:00.000 GMT+0200,1.10622,1.10656,1.10619,1.10651,0.00013376999999999985
04.04.2025 03:46:00.000 GMT+0200,1.10651,1.10655,1.10639,1.10651,0.00020204999999999982
04.04.2025 03:47:00.000 GMT+0200,1.10648,1.10677,1.10647,1.10673,0.0001784699999999999
04.04.2025 03:48:00.000 GMT+0200,1.10674,1.10674,1.10645,1.10652,0.00012012000000000005
04.04.2025 03:49:00.000 GMT+0200,1.10651,1.10665,1.10648,1.10651,0.00012471999999999998
04.04.2025 03:50:00.000 GMT+0200,1.10651,1.10688,1.10645,1.10686,0.00007860000000000004
04.04.2025 03:51:00.000 GMT+0200,1.10685,1.10712,1.10685,1.10695,0.00014733999999999995
04.04.2025 03:52:00.000 GMT+0200,1.10698,1.10718,1.10697,1.10711,0.0001807899999999996
04.04.2025 03:53:00.000 GMT+0200,1.10710,1.10731,1.10700,1.10722,0.0000885600000000002
04.04.2025 03:54:00.000 GMT+0200,1.10720,1.10722,1.10707,1.10713,0.00009315000000000004
04.04.2025 03:55:00.000 GMT+0200,1.10712,1.10716,1.10685,1.10691,0.00013430999999999987
04.04.2025 03:56:00.000 GMT+0200,1.10689,1.10693,1.10672,1.10679,0.00012824999999999995
04.04.2025 03:57:00.000 GMT+0200,1.10679,1.10679,1.10659,1.10660,0.00008472
04.04.2025 03:58:00.000 GMT+0200,1.10659,1.10671,1.10653,1.10664,0.00015272999999999987
04.04.2025 03:59:00.000 GMT+0200,1.10664,1.10680,1.10663,1.10676,0.0001954499999999999
04.04.2025 04:00:00.000 GMT+0200,1.10676,1.10680,1.10653,1.10653,0.00011069999999999993
04.04.2025 04:01:00.000 GMT+0200,1.10654,1.10669,1.10645,1.10645,0.00012798
04.04.2025 04:02:00.000 GMT+0200,1.10645,1.10652,1.10641,1.10648,0.00006210000000000003
04.04.2025 04:03:00.000 GMT+0200,1.10649,1.10666,1.10645,1.10665,0.00009365999999999994
04.04.2025 04:04:00.000 GMT+0200,1.10665,1.10687,1.10665,1.10674,0.00011105999999999986
04.04.2025 04:05:00.000 GMT+0200,1.10672,1.10689,1.10672,1.10680,0.00007892999999999998
04.04.2025 04:06:00.000 GMT+0200,1.10681,1.10717,1.10674,1.10710,0.00008986
04.04.2025 04:07:00.000 GMT+0200,1.10708,1.10736,1.10706,1.10713,0.00009440999999999989
04.04.2025 04:08:00.000 GMT+0200,1.10716,1.10716,1.10707,1.10712,0.000049200000000000044
04.04.2025 04:09:00.000 GMT+0200,1.10712,1.10716,1.10699,1.10715,0.00008729999999999991
04.04.2025 04:10:00.000 GMT+0200,1.10717,1.10732,1.10713,1.10728,0.00014147999999999982
04.04.2025 04:11:00.000 GMT+0200,1.10730,1.10765,1.10725,1.10755,0.00012489
04.04.2025 04:12:00.000 GMT+0200,1.10756,1.10756,1.10737,1.10741,0.00011322
04.04.2025 04:13:00.000 GMT+0200,1.10741,1.10756,1.10738,1.10744,0.00013875
04.04.2025 04:14:00.000 GMT+0200,1.10748,1.10794,1.10748,1.10772,0.00016643999999999985
04.04.2025 04:15:00.000 GMT+0200,1.10771,1.10783,1.10766,1.10766,0.00014090999999999987
04.04.2025 04:16:00.000 GMT+0200,1.10765,1.10774,1.10749,1.10749,0.00013601999999999988
04.04.2025 04:17:00.000 GMT+0200,1.10748,1.10765,1.10746,1.10746,0.00011244999999999994
04.04.2025 04:18:00.000 GMT+0200,1.10745,1.10746,1.10725,1.10741,0.00017708999999999973
04.04.2025 04:19:00.000 GMT+0200,1.10744,1.10745,1.10735,1.10743,0.00009627000000000001
04.04.2025 04:20:00.000 GMT+0200,1.10744,1.10756,1.10725,1.10726,0.00016655999999999992
04.04.2025 04:21:00.000 GMT+0200,1.10726,1.10727,1.10701,1.10702,0.00013673999999999975
04.04.2025 04:22:00.000 GMT+0200,1.10702,1.10709,1.10684,1.10689,0.00015296999999999978
04.04.2025 04:23:00.000 GMT+0200,1.10689,1.10689,1.10673,1.10676,0.00021809999999999964
04.04.2025 04:24:00.000 GMT+0200,1.10676,1.10680,1.10649,1.10649,0.00017405999999999978
04.04.2025 04:25:00.000 GMT+0200,1.10655,1.10655,1.10627,1.10627,0.00030540000000000027
04.04.2025 04:26:00.000 GMT+0200,1.10627,1.10642,1.10612,1.10642,0.00016079999999999968
04.04.2025 04:27:00.000 GMT+0200,1.10642,1.10644,1.10624,1.10629,0.00023546999999999978
04.04.2025 04:28:00.000 GMT+0200,1.10629,1.10641,1.10624,1.10632,0.00019574999999999985
04.04.2025 04:29:00.000 GMT+0200,1.10633,1.10642,1.10622,1.10625,0.00012791999999999985
04.04.2025 04:30:00.000 GMT+0200,1.10625,1.10625,1.10608,1.10611,0.00021137999999999994
04.04.2025 04:31:00.000 GMT+0200,1.10612,1.10634,1.10604,1.10631,0.00010935000000000006
04.04.2025 04:32:00.000 GMT+0200,1.10632,1.10689,1.10631,1.10673,0.00023438999999999974
04.04.2025 04:33:00.000 GMT+0200,1.10674,1.10687,1.10657,1.10657,0.00019229999999999977
04.04.2025 04:34:00.000 GMT+0200,1.10656,1.10656,1.10645,1.10650,0.0001608299999999999
04.04.2025 04:35:00.000 GMT+0200,1.10658,1.10669,1.10651,1.10662,0.00018704999999999986
04.04.2025 04:36:00.000 GMT+0200,1.10662,1.10665,1.10623,1.10623,0.0001230899999999999
04.04.2025 04:37:00.000 GMT+0200,1.10623,1.10638,1.10619,1.10637,0.00009701999999999988
04.04.2025 04:38:00.000 GMT+0200,1.10638,1.10670,1.10638,1.10668,0.00011159999999999987
04.04.2025 04:39:00.000 GMT+0200,1.10669,1.10674,1.10651,1.10655,0.0001463399999999999
04.04.2025 04:40:00.000 GMT+0200,1.10656,1.10689,1.10642,1.10656,0.00021876999999999978
04.04.2025 04:41:00.000 GMT+0200,1.10658,1.10686,1.10658,1.10683,0.0002009399999999999
04.04.2025 04:42:00.000 GMT+0200,1.10684,1.10695,1.10684,1.10694,0.00014651999999999992
04.04.2025 04:43:00.000 GMT+0200,1.10692,1.10716,1.10690,1.10691,0.00014192999999999994
04.04.2025 04:44:00.000 GMT+0200,1.10692,1.10694,1.10663,1.10666,0.00013071000000000005
04.04.2025 04:45:00.000 GMT+0200,1.10665,1.10696,1.10665,1.10684,0.0001290999999999999
04.04.2025 04:46:00.000 GMT+0200,1.10685,1.10692,1.10673,1.10691,0.00011168999999999985
04.04.2025 04:47:00.000 GMT+0200,1.10689,1.10701,1.10685,1.10692,0.00010979999999999992
04.04.2025 04:48:00.000 GMT+0200,1.10690,1.10704,1.10686,1.10703,0.00011912999999999994
04.04.2025 04:49:00.000 GMT+0200,1.10703,1.10704,1.10671,1.10676,0.00014907999999999987
04.04.2025 04:50:00.000 GMT+0200,1.10676,1.10685,1.10666,1.10670,0.00011010999999999997
04.04.2025 04:51:00.000 GMT+0200,1.10669,1.10669,1.10648,1.10660,0.00014084999999999995
04.04.2025 04:52:00.000 GMT+0200,1.10659,1.10679,1.10650,1.10679,0.00014636999999999991
04.04.2025 04:53:00.000 GMT+0200,1.10680,1.10680,1.10665,1.10670,0.00011504999999999994
04.04.2025 04:54:00.000 GMT+0200,1.10671,1.10678,1.10658,1.10669,0.00011927999999999989
04.04.2025 04:55:00.000 GMT+0200,1.10666,1.10666,1.10641,1.10650,0.00012854999999999984
04.04.2025 04:56:00.000 GMT+0200,1.10654,1.10665,1.10653,1.10660,0.00009695999999999995
04.04.2025 04:57:00.000 GMT+0200,1.10660,1.10663,1.10648,1.10649,0.00011708999999999998
04.04.2025 04:58:00.000 GMT+0200,1.10650,1.10651,1.10638,1.10643,0.00012932999999999996
04.04.2025 04:59:00.000 GMT+0200,1.10643,1.10646,1.10631,1.10631,0.00008201000000000001
04.04.2025 05:00:00.000 GMT+0200,1.10633,1.10637,1.10602,1.10604,0.00007877999999999997
04.04.2025 05:01:00.000 GMT+0200,1.10603,1.10605,1.10572,1.10577,0.00017570999999999974
04.04.2025 05:02:00.000 GMT+0200,1.10579,1.10605,1.10578,1.10594,0.0001647599999999998
04.04.2025 05:03:00.000 GMT+0200,1.10591,1.10597,1.10579,1.10590,0.00021347999999999986
04.04.2025 05:04:00.000 GMT+0200,1.10589,1.10619,1.10589,1.10607,0.00026777
04.04.2025 05:05:00.000 GMT+0200,1.10607,1.10635,1.10606,1.10629,0.00013544999999999996
04.04.2025 05:06:00.000 GMT+0200,1.10629,1.10629,1.10611,1.10624,0.00009503999999999998
04.04.2025 05:07:00.000 GMT+0200,1.10626,1.10630,1.10614,1.10618,0.00012375000000000003
04.04.2025 05:08:00.000 GMT+0200,1.10619,1.10620,1.10589,1.10593,0.0002868499999999997
04.04.2025 05:09:00.000 GMT+0200,1.10593,1.10612,1.10593,1.10610,0.00014894999999999996
04.04.2025 05:10:00.000 GMT+0200,1.10611,1.10620,1.10608,1.10614,0.00014849999999999998
04.04.2025 05:11:00.000 GMT+0200,1.10614,1.10631,1.10612,1.10618,0.00010934999999999995
04.04.2025 05:12:00.000 GMT+0200,1.10616,1.10620,1.10601,1.10613,0.00013949999999999998
04.04.2025 05:13:00.000 GMT+0200,1.10615,1.10631,1.10615,1.10629,0.00012158
04.04.2025 05:14:00.000 GMT+0200,1.10631,1.10694,1.10631,1.10691,0.00029652000000000004
04.04.2025 05:15:00.000 GMT+0200,1.10692,1.10693,1.10675,1.10687,0.00017774999999999998
04.04.2025 05:16:00.000 GMT+0200,1.10688,1.10709,1.10678,1.10695,0.00021701999999999987
04.04.2025 05:17:00.000 GMT+0200,1.10694,1.10709,1.10693,1.10703,0.00011639999999999997
04.04.2025 05:18:00.000 GMT+0200,1.10702,1.10732,1.10701,1.10721,0.00013977
04.04.2025 05:19:00.000 GMT+0200,1.10722,1.10739,1.10721,1.10739,0.0001368
04.04.2025 05:20:00.000 GMT+0200,1.10738,1.10764,1.10738,1.10744,0.00019154999999999994
04.04.2025 05:21:00.000 GMT+0200,1.10744,1.10765,1.10742,1.10760,0.00005246999999999999
04.04.2025 05:22:00.000 GMT+0200,1.10757,1.10765,1.10750,1.10765,0.00012004
04.04.2025 05:23:00.000 GMT+0200,1.10766,1.10786,1.10765,1.10784,0.00018542999999999988
04.04.2025 05:24:00.000 GMT+0200,1.10783,1.10783,1.10765,1.10780,0.00010416000000000009
04.04.2025 05:25:00.000 GMT+0200,1.10780,1.10780,1.10738,1.10744,0.00015532999999999983
04.04.2025 05:26:00.000 GMT+0200,1.10745,1.10760,1.10741,1.10742,0.00013949999999999998
04.04.2025 05:27:00.000 GMT+0200,1.10744,1.10766,1.10743,1.10766,0.00016515000000000006
04.04.2025 05:28:00.000 GMT+0200,1.10765,1.10769,1.10750,1.10750,0.00012329999999999993
04.04.2025 05:29:00.000 GMT+0200,1.10747,1.10769,1.10734,1.10763,0.00014466999999999993
04.04.2025 05:30:00.000 GMT+0200,1.10763,1.10798,1.10753,1.10784,0.00015860999999999992
04.04.2025 05:31:00.000 GMT+0200,1.10785,1.10803,1.10781,1.10801,0.0002303999999999998
04.04.2025 05:32:00.000 GMT+0200,1.10801,1.10806,1.10792,1.10792,0.00019781999999999965
04.04.2025 05:33:00.000 GMT+0200,1.10792,1.10793,1.10771,1.10782,0.00019068999999999987
04.04.2025 05:34:00.000 GMT+0200,1.10784,1.10826,1.10784,1.10812,0.00025475999999999965
04.04.2025 05:35:00.000 GMT+0200,1.10815,1.10856,1.10810,1.10855,0.00011274000000000028
04.04.2025 05:36:00.000 GMT+0200,1.10855,1.10857,1.10826,1.10842,0.0001598999999999999
04.04.2025 05:37:00.000 GMT+0200,1.10841,1.10844,1.10827,1.10832,0.00017690999999999982
04.04.2025 05:38:00.000 GMT+0200,1.10830,1.10862,1.10817,1.10861,0.00022154999999999967
04.04.2025 05:39:00.000 GMT+0200,1.10859,1.10876,1.10851,1.10871,0.00019676999999999987
04.04.2025 05:40:00.000 GMT+0200,1.10870,1.10882,1.10860,1.10880,0.0001475099999999998
04.04.2025 05:41:00.000 GMT+0200,1.10882,1.10898,1.10882,1.10892,0.00016382999999999963
04.04.2025 05:42:00.000 GMT+0200,1.10896,1.10917,1.10890,1.10915,0.00011130000000000023
04.04.2025 05:43:00.000 GMT+0200,1.10916,1.10916,1.10892,1.10899,0.0002517899999999998
04.04.2025 05:44:00.000 GMT+0200,1.10900,1.10923,1.10900,1.10914,0.00023090999999999986
04.04.2025 05:45:00.000 GMT+0200,1.10915,1.10952,1.10915,1.10946,0.0002749499999999999
04.04.2025 05:46:00.000 GMT+0200,1.10944,1.10945,1.10883,1.10889,0.00022553999999999966
04.04.2025 05:47:00.000 GMT+0200,1.10887,1.10924,1.10882,1.10924,0.00021924000000000002
04.04.2025 05:48:00.000 GMT+0200,1.10924,1.10933,1.10918,1.10921,0.00016604999999999992
04.04.2025 05:49:00.000 GMT+0200,1.10921,1.10921,1.10898,1.10904,0.00013409999999999987
04.04.2025 05:50:00.000 GMT+0200,1.10903,1.10949,1.10898,1.10949,0.00023060999999999975
04.04.2025 05:51:00.000 GMT+0200,1.10949,1.10957,1.10942,1.10953,0.0002148299999999998
04.04.2025 05:52:00.000 GMT+0200,1.10954,1.10971,1.10949,1.10966,0.00022001999999999975
04.04.2025 05:53:00.000 GMT+0200,1.10966,1.10984,1.10958,1.10960,0.0002279399999999999
04.04.2025 05:54:00.000 GMT+0200,1.10959,1.10970,1.10955,1.10960,0.00018512999999999993
04.04.2025 05:55:00.000 GMT+0200,1.10959,1.10960,1.10932,1.10937,0.00020159999999999967
04.04.2025 05:56:00.000 GMT+0200,1.10939,1.10955,1.10931,1.10934,0.00020693999999999978
04.04.2025 05:57:00.000 GMT+0200,1.10932,1.10934,1.10901,1.10921,0.00023051999999999982
04.04.2025 05:58:00.000 GMT+0200,1.10919,1.10920,1.10906,1.10912,0.00015740999999999986
04.04.2025 05:59:00.000 GMT+0200,1.10913,1.10936,1.10911,1.10933,0.00017378999999999984
04.04.2025 06:00:00.000 GMT+0200,1.10932,1.10944,1.10902,1.10903,0.00023252999999999962
04.04.2025 06:01:00.000 GMT+0200,1.10901,1.10903,1.10876,1.10903,0.0002309399999999996
04.04.2025 06:02:00.000 GMT+0200,1.10902,1.10925,1.10889,1.10925,0.0002048399999999997
04.04.2025 06:03:00.000 GMT+0200,1.10923,1.10925,1.10892,1.10916,0.0002052899999999998
04.04.2025 06:04:00.000 GMT+0200,1.10917,1.10925,1.10912,1.10916,0.00021518999999999987
04.04.2025 06:05:00.000 GMT+0200,1.10914,1.10939,1.10908,1.10936,0.00021532999999999963
04.04.2025 06:06:00.000 GMT+0200,1.10934,1.10957,1.10926,1.10956,0.0001527599999999999
04.04.2025 06:07:00.000 GMT+0200,1.10956,1.10981,1.10950,1.10980,0.00022877999999999983
04.04.2025 06:08:00.000 GMT+0200,1.10978,1.10980,1.10951,1.10962,0.00018642
04.04.2025 06:09:00.000 GMT+0200,1.10962,1.10974,1.10959,1.10972,0.00014377000000000001
04.04.2025 06:10:00.000 GMT+0200,1.10973,1.10975,1.10925,1.10938,0.00024741
04.04.2025 06:11:00.000 GMT+0200,1.10937,1.10940,1.10910,1.10940,0.00016898999999999994
04.04.2025 06:12:00.000 GMT+0200,1.10941,1.10946,1.10920,1.10922,0.00014039999999999986
04.04.2025 06:13:00.000 GMT+0200,1.10921,1.10922,1.10878,1.10885,0.00020057999999999957
04.04.2025 06:14:00.000 GMT+0200,1.10884,1.10891,1.10869,1.10872,0.00014445
04.04.2025 06:15:00.000 GMT+0200,1.10874,1.10909,1.10873,1.10886,0.00021497999999999968
04.04.2025 06:16:00.000 GMT+0200,1.10884,1.10896,1.10879,1.10882,0.00014039999999999994
04.04.2025 06:17:00.000 GMT+0200,1.10881,1.10881,1.10864,1.10870,0.00012509999999999992
04.04.2025 06:18:00.000 GMT+0200,1.10869,1.10909,1.10868,1.10905,0.00013487999999999998
04.04.2025 06:19:00.000 GMT+0200,1.10907,1.10916,1.10902,1.10916,0.00016649999999999995
04.04.2025 06:20:00.000 GMT+0200,1.10916,1.10926,1.10910,1.10910,0.00015209999999999988
04.04.2025 06:21:00.000 GMT+0200,1.10911,1.10925,1.10902,1.10902,0.0001885499999999998
04.04.2025 06:22:00.000 GMT+0200,1.10895,1.10911,1.10892,1.10898,0.00013922999999999993
04.04.2025 06:23:00.000 GMT+0200,1.10900,1.10900,1.10883,1.10893,0.0001024500000000003
04.04.2025 06:24:00.000 GMT+0200,1.10892,1.10912,1.10889,1.10894,0.00013628999999999996
04.04.2025 06:25:00.000 GMT+0200,1.10897,1.10911,1.10878,1.10894,0.00016118999999999983
04.04.2025 06:26:00.000 GMT+0200,1.10893,1.10904,1.10881,1.10898,0.00009003000000000007
04.04.2025 06:27:00.000 GMT+0200,1.10899,1.10914,1.10893,1.10912,0.00011814000000000009
04.04.2025 06:28:00.000 GMT+0200,1.10911,1.10915,1.10891,1.10899,0.0001738799999999999
04.04.2025 06:29:00.000 GMT+0200,1.10900,1.10910,1.10893,1.10903,0.00015620999999999992
04.04.2025 06:30:00.000 GMT+0200,1.10904,1.10904,1.10859,1.10869,0.00026343000000000004
04.04.2025 06:31:00.000 GMT+0200,1.10868,1.10879,1.10850,1.10856,0.00011591999999999981
04.04.2025 06:32:00.000 GMT+0200,1.10857,1.10867,1.10843,1.10847,0.00011039999999999981
04.04.2025 06:33:00.000 GMT+0200,1.10844,1.10845,1.10819,1.10829,0.00012128999999999984
04.04.2025 06:34:00.000 GMT+0200,1.10829,1.10832,1.10818,1.10827,0.00013247999999999998
04.04.2025 06:35:00.000 GMT+0200,1.10828,1.10848,1.10826,1.10827,0.00030666000000000005
04.04.2025 06:36:00.000 GMT+0200,1.10826,1.10837,1.10826,1.10836,0.00018629999999999962
04.04.2025 06:37:00.000 GMT+0200,1.10835,1.10852,1.10828,1.10846,0.00012059999999999999
04.04.2025 06:38:00.000 GMT+0200,1.10844,1.10868,1.10841,1.10862,0.00011645999999999993
04.04.2025 06:39:00.000 GMT+0200,1.10861,1.10869,1.10843,1.10857,0.00008333999999999996
04.04.2025 06:40:00.000 GMT+0200,1.10854,1.10883,1.10853,1.10869,0.00011726999999999994
04.04.2025 06:41:00.000 GMT+0200,1.10872,1.10884,1.10868,1.10869,0.0000972
04.04.2025 06:42:00.000 GMT+0200,1.10872,1.10888,1.10862,1.10888,0.00009471000000000003
04.04.2025 06:43:00.000 GMT+0200,1.10886,1.10904,1.10884,1.10890,0.00022256999999999995
04.04.2025 06:44:00.000 GMT+0200,1.10888,1.10895,1.10871,1.10895,0.00015299999999999987
04.04.2025 06:45:00.000 GMT+0200,1.10894,1.10894,1.10886,1.10890,0.00012354
04.04.2025 06:46:00.000 GMT+0200,1.10890,1.10906,1.10889,1.10900,0.00011070000000000002
